122,bus,автобус,[bʌs] бас
123,business,бізнес,[ˈbɪznəs] біза нес
124,busy,зайнятий,[ˈbɪzi] біза і
125,but,але; тільки; крім,[bʌt] бат
126,butter,масло; маслити; лестити,[ˈbʌtə] баате(р)
127,buy,купувати,[bʌɪ] бай
128,bought,куплений,[bɔːt] бот
129,by,по; шляхом; за; на,[bʌɪ] бай
130,cake,торт; брикет,[keɪk] кейк
131,call,називати; викликати; телефонувати,[kɔːl] кол
132,can,могти,[kan] кен
133,could,міг; міг би,[kʊd] куд
134,capital,капітал; столиця,[ˈkapɪt(ə)l] кеапітел
135,car,автомобіль,[kɑː] ка(р)
136,card,картка,[kɑːd] ка(р)д
137,care,догляд; турбота; піклування,[kɛː] ке(р)
138,carry,нести; перевозити,[ˈkari] кеарі
139,case,випадок; справа; чохол; футляр,[keɪs] кейс
140,cat,кіт,[kat] кет
141,catch,зловити; спіймати; улов,[katʃ] кетч
142,caught,спійманий,[kɔːt] коаот
143,cause,викликати; спричиняти; причина,[kɔːz] коз
144,central,центральний,[ˈsɛntr(ə)l] сеантрал
145,center,центр,[ˈsɒ tr(ə)] сеанте
146,century,століття,[ˈsɛntʃʊri] сеанчурі
147,certain,певний; деякий; один,[ˈsəːt(ə)n] соатен
148,certainly,звичайно; авжеж,[ˈsəːt(ə)nli] соатенлі
149,chair,крісло; голова; очолювати,[tʃɛː] че(р)
150,chance,шанс,[tʃɑːns] ченс
151,change,зміна,[tʃeɪn(d)ʒ] чейндж
152,charge,плата; занесення на рахунок; заряджати; заряд; обвинувачення,[tʃɑːdʒ] чааадж
153,cheap,дешевий,[tʃiːp] чіп
154,check,чек; перевірка,[tʃɛk] чек
155,cheese,сир,[tʃiːz] чіз
156,chicken,курка; курча,[ˈtʃɪkɪn] чіка ин
157,child,дитина,[tʃʌɪld] чайдл
158,children,діти,[ˈtʃɪldrən] чіла дрен
159,choose,вибирати,[tʃuːz] чуз
160,church,церква,[tʃəːtʃ] чеаеч
161,circle,коло,[ˈsəːk(ə)l] се(р)кл
162,city,місто,[ˈsɪti] сіта і
163,claim,претензії; позов; вимагати,[kleɪm] клейм
164,class,клас; класифікувати; класовий,[klɑːs] клес
165,clean,чистота; чистити,[kliːn] клін
166,clear,ясно; очищати; чіткий,[klɪə] кліа
167,clock,годинник; морда,[klɒk] клак
168,close,закрити; тісний,[kləʊs] клоаус
169,clothes,одяг; білизна,[kləʊ(ð)z] клоаусз
170,coat,пальто; покривати,[kəʊt] коаут
171,coffee,кава,[ˈkɒfi] каафі
172,cold,холод; холодний,[kəʊld] колд
173,college,коледж,[ˈkɒlɪdʒ] каалидж
174,color,колір; фарбувати,[ˈkʌlə] каале(р)
175,come,приходити,[kʌm] кам
176,came,прийшов,[keɪm] кейм
177,common,загальний; громада,[ˈkɒmən] каамен
178,company,компанія; спілкуватися,[ˈkʌmp(ə)ni] коампані
179,complete,повний; завершувати,[kəmˈpliːt] кемпліта
180,concern,занепокоєння; заклопотанність; участь; стосуватися,[kənˈsəːn] кенсеаен
181,condition,стан; кондиція; умова; обумовлювати,[kənˈdɪʃ(ə)n] кондиашн
182,consider,розглядати; вважати; враховувати,[kənˈsɪdə] консиаде
183,continue,продовжувати,[kənˈtɪnjuː] контіна ю
184,control,контроль,[kənˈtrəʊl] контроал
185,cook,готувати; кухар,[kʊk] кук
186,cool,прохолодний; охолоджувати,[kuːl] кул
187,copy,копія; коріювати,[ˈkɒpi] коапі
188,corner,кут; кутовий,[ˈkɔːnə] коане
189,correct,правильний; вірний,[kəˈrɛkt] кореакт
190,cost,вартість; коштувати,[kɒst] кост
191,count,рахувати; вважати,[kaʊnt] кааунт
192,country,країна; сільський,[ˈkʌntri] каантрі
193,course,курс,[kɔːs] коа(р)с
194,court,суд; корт; двір,[kɔːt] коа(р)т
195,cover,охоплювати; покривати; кришка,[ˈkʌvə] кааве(р)
196,cow,корова,[kaʊ] каау
197,cross,перетинати; переходити; хрест; крос,[krɒs] крос
198,crowd,натовп; товпитися,[kraʊd] краауд
199,cry,плакати; крик,[krʌɪ] край
200,cup,чашка; чаша,[kʌp] кап
201,current,поточний; нинішний; течія; струм,[ˈkʌr(ə)nt] каарент
202,cut,скоротити; розріз; розрізати,[kʌt] кат
203,danger,небезпека,[ˈdeɪn(d)ʒə] деаіндже
204,dark,темний; темрява,[dɑːk] даа(р)к
205,date,дата,[deɪt] дейт
206,daughter,дочка,[ˈdɔːtə] доате
207,day,день,[deɪ] дей
208,dead,мертвий,[dɛd] дед
209,deal,угода; розподіляти; роздавати; торгувати; постачати,[diːl] діл
210,dear,шановний; дорогий,[dɪə] діеа
211,death,смерть,[dɛθ] де(дз)
212,December,грудень,[dɪˈsɛmbə] дісеамбе
213,decide,вирішити; вирішувати,[dɪˈsʌɪd] дісаайд
214,decision,рішення; постанова; вирок,[dɪˈsɪʒ(ə)n] дисиажин
215,deep,глибоко; глибина; безодня,[diːp] діп
216,degree,ступінь; рівень,[dɪˈgriː] диґріа
217,demand,попит; потреба; вимагати,[dɪˈmɑːnd] димеанд
218,department,відділ,[dɪˈpɑːtm(ə)nt] депаатмент
219,describe,описувати,[dɪˈskrʌɪb] дискраайб
220,desk,стіл,[dɛsk] деск
221,destination,призначення; пункт призначення,[ˌdɛstɪˈneɪʃ(ə)n] дестінеайшн
222,detail,детально; деталь,[ˈdiːteɪl] дітеайл
223,develop,розробки; розвивати; удосконалювати,[dɪˈvɛləp] дивеалоп
224,die,померти,[dʌɪ] дай
225,difference,різниця; відмінність,[ˈdɪf(ə)r(ə)ns] диафренс
226,different,інший; різний,[ˈdɪf(ə)r(ə)nt] диафрент
227,difficult,важко; скрутний; важкий,[ˈdɪfɪk(ə)lt] диафикулт
228,dinner,обід; обідати,[ˈdɪnə] диане
229,direct,прямий; керувати; спрямовувати,[dɪˈrɛkt] діреакт
230,direction,напрямок; керівництво,[dɪˈrɛkʃ(ə)n] діреакшн
231,discover,відкривати; знаходити,[dɪˈskʌvə] дискааве
232,discuss,обговорювати; дискутувати,[dɪˈskʌs] дискаас
233,distance,відстань,[ˈdɪst(ə)ns] диастенс
234,divide,ділити; поділ,[dɪˈvʌɪd] диваайд
235,do,робити,[duː] ду
236,does,робить,[dʌz] даз
237,did,зробив,[dɪd] дид
238,done,зроблено,[dʌn] дон
239,doctor,лікар,[ˈdɒktə] доакте
240,dog,собака,[dɒg] доґ
241,door,двері,[dɔː] доао
242,doubt,сумнів,[daʊt] дааут
243,down,вниз; опускати,[daʊn] дааун
244,draw,малювати; залучати; втягувати; тягнути; витягувати,[drɔː] дро
245,dress,плаття; одягатися,[drɛs] дрес
246,drink,пити; напій,[drɪŋk] дринк
247,drive,їзда; проїзд; керувати,[drʌɪv] драйв
248,driver,водій,[ˈdrʌɪvə] драайве
249,drop,падіння; падати,[drɒp] драп
250,dry,сухий; сухість; сушити,[drʌɪ] драй
251,during,під час; протягом; у ході,[ˈdjʊərɪŋ] дюа рінґ
252,duty,борг; обов'язок,[ˈdjuːti] дюа ті
253,each,кожен,[iːtʃ] іч
254,ear,вухо; слух,[ɪə] іеа
255,early,рано; ранній,[ˈəːli] еа(р)лі
256,earth,земля; заземлення,[əːθ] е(тс)
257,east,схід; східний,[iːst] іст
258,easy,легко; легкий,[ˈiːzi] ііа зі
259,eat,їсти,[iːt] ііа т
260,edge,край; кромка; загострювати; відточувати,[ɛdʒ] едж
261,education,освіта; навчання,[ɛdjʊˈkeɪʃ(ə)n] едюкеайшн
262,effect,ефект; вплив; здійснювати,[ɪˈfɛkt] ефеакт
263,effort,зусилля; намагання,[ˈɛfət] еафе(р)т
264,egg,яйце; яйцеклітина; зародок,[ɛg] еґ
265,eight,вісім,[eɪt] ейт
266,eighteen,вісімнадцять,[eɪˈtiːn] ейтііа н
267,eighty,вісімдесят,[ˈeɪti] еайті
268,either,або; теж,[ˈʌɪðə] аай(дз)е
269,eleven,одинадцять,[ɪˈlɛv(ə)n] ілеавен
270,else,або; інакше; інший,[ɛls] елс
271,empty,порожній; спорожняти,[ˈɛm(p)ti] еампті
272,end,кінець; закінчувати,[ɛnd] енд
273,enemy,ворог; противник,[ˈɛnəmi] еанемі
274,engine,двигун; машина,[ˈɛndʒɪn] еанджин
275,engineer,інженер; проектувати,[ɛndʒɪˈnɪə] енджиніеа
276,enjoy,користуватися; насолоджуватися,[ɪnˈdʒɔɪ] інджоай
277,enough,досить; достатньо,[ɪˈnʌf] енаа(тс)
278,enter,вводити; вступати; зайти,[ˈɛntə] еанте
279,especially,особливо; надто,[ɪˈspɛʃ(ə)li] еспеашлі
280,even,навіть; рівний; вирівнювати,[eɪˈvɛn] іва ен
281,evening,вечір,[ˈiːv(ə)nɪŋ] іва нинґ
282,event,подія; випадок,[ɪˈvɛnt] івеант
283,ever,коли-небудь,[ˈɛvə] еаве
284,every,кожен,[ˈɛvri] еаврі
285,everybody,всі; всім,[ˈɛvrɪbɒdi] еаврібаді
286,everyone,кожен,[ˈɛvrɪwʌn] еавріван
287,everything,всі; все,[ˈɛvrɪθɪŋ] еаврі(тс)ин
288,examination,іспит; обстеження; експертиза,[ɪgˌzamɪˈneɪʃ(ə)n] ікзеам(інейшн)
289,example,наприклад; приклад; зразок,[ɪgˈzɑːmp(ə)l] ікзаампл
290,except,за винятком; виключати; крім,[ɪkˈsɛpt] іксеапт
291,excuse,виправдання; вибачення; вибачати,[ɪkˈskjuːz] ікскюа з
292,exercise,вправа; здійснювати; тренуватися,[ˈɛksəsʌɪz] еаксисайз
293,expect,чекати; очікувати,[ɪkˈspɛkt] ікспеакт
294,expensive,коштовний; дорогий,[ɪkˈspɛnsɪv] ікспеансив
295,experience,досвід,[ɪkˈspɪərɪəns] ікспіра іенс
296,explain,пояснювати,[ɪkˈspleɪn] іксплеайн
297,eye,око; стежити,[ʌɪ] аай
298,face,обличчя; особа,[feɪs] фейс
299,fact,факт,[fakt] фект
300,factory,завод; фабрика,[ˈfakt(ə)ri] феакторі
301,fair,справедливий; чесний; чесно,[fɛː] феае
302,fall,падіння,[fɔːl] фол
303,fell,впав,[fɛl] фел
304,family,сім'я,[ˈfamɪli] феамли
305,famous,знаменитий; славетний; відомий,[ˈfeɪməs] феаймес
306,far,далеко; далекий,[fɑː] фааа
307,farm,ферма; сільськогосподарське; розсадник,[fɑːm] фааам
308,farmer,фермер,[ˈfɑːmə] фаааме
309,fast,швидко; швидкий,[fɑːst] фест
310,fat,товстий; жир; сало,[fat] фет
311,father,батько; породжувати,[ˈfɑːðə] фаа(дз)е
312,fear,страх; боятися,[fɪə] фіеа
313,February,лютий,[ˈfɛbrʊəri] феабруері
314,feel,відчуття; відчувати,[fiːl] філ
315,feeling,відчуття; співчуття; почуття; зворушливий,[ˈfiːlɪŋ] філа інґ
316,felt,відчув; повсть; фетр,[fɛlt] фелт
317,few,декілька; кілька,[fjuː] ф'ю
318,field,поле; ділянка; польовий,[fiːld] філд
319,fifteen,п'ятнадцять,[fɪfˈtiːn] фифтіна
320,fifth,п'ятий,[fɪfθ] фиф(тс)
321,fifty,п'ятдесят,[ˈfɪfti] фиафті
322,fight,боротьба; бій,[fʌɪt] файт
323,figure,фігура; зображати,[ˈfɪgə] фіґа е
324,fill,заповнення; достатня кількість,[fɪl] фил
325,film,фільм; плівка; фільмувати; фільмуватись,[fɪlm] филм
326,final,фінал; остаточний; заключний,[ˈfʌɪn(ə)l] фаайнал
327,find,знайти; знахідка; пошук,[fʌɪnd] фаайнд
328,fine,чудовий; штраф,[fʌɪn] фаайн
329,finger,палець; доторкатися,[ˈfɪŋgə] фіна ґе
330,finish,фініш; закінчувати,[ˈfɪnɪʃ] фианіш
331,fire,вогонь; пожежа; стріляти,[ˈfʌɪə] фаайе
332,firm,фірма; зміцнювати; твердий,[fəːm] феаем
333,first,перший; спочатку,[fəːst] феаест
334,fish,риба; ловити рибу,[fɪʃ] фиш
335,five,п'ять,[fʌɪv] файв
336,flat,плоский; рівнина; квартира,[flat] флет
337,flight,політ; рейс,[flʌɪt] флайт
338,floor,поверх; підлога,[flɔː] фло
339,flower,квітка,[ˈflaʊə] флаауе
340,fly,політ; муха,[flʌɪ] флай
341,follow,слідувати; слідом; наступний,[ˈfɒləʊ] фоалеу
342,food,харчування; продовольчий,[fuːd] фуд
343,foot,нога; стопа; фут,[fʊt] фут
344,feet,стопи,[fiːt] фііа т
345,for,для,[fɔː] фоао
346,force,сила; примусити,[fɔːs] фоаос
347,foreign,зовнішній; закордонний; іноземний,[ˈfɒrɪn] фоарен
348,forest,ліс; лісовий,[ˈfɒrɪst] фоарест
349,forget,забути,[fəˈgɛt] фоґеат
350,form,форма; формувати; бланк,[fɔːm] фоаом
351,forty,сорок,[ˈfɔːti] фоаті
352,forward,вперед; передній,[ˈfɔːwəd] фоаовед
353,four,чотири,[fɔː] фоао
354,fourteen,чотирнадцять,[fɔːˈtiːn] фотіна
355,free,безкоштовно; вільний; визволяти,[friː] фрі
356,fresh,свіжий,[frɛʃ] фреш
357,Friday,п'ятниця,[ˈfrʌɪdeɪ] фраайдей
358,friend,друг,[frɛnd] френд
359,from,від; з,[frɒm] фрам
360,front,перед; фронт; передній,[frʌnt] франт
361,fruit,фрукт; плід,[fruːt] фрут
362,full,повний; досягати повноти; цілком,[fʊl] фул
363,further,далі; далеко,[ˈfəːðə] феазе 
364,furthest,найвіддаленіший,[ˈfəːðɪst] феазист
365,future,майбутнє,[ˈfjuːtʃə] фюа че
366,game,гра,[geɪm] ґейм
367,garden,сад,[ˈgɑːd(ə)n] ґааден
368,general,загальний; генеральний; генерал,[ˈdʒɛn(ə)r(ə)l] джеанерел
369,get,отримати,[gɛt] ґет
370,girl,дівчина,[gəːl] ґе(р)л
371,give,давати,[gɪv] ґів
372,gave,дав,[ɡeɪv] ґейв
373,given,даний; заданий,['gɪvn] ґівн
374,glad,радий; радісний,[glad] ґлед
375,glass,скло,[glɑːs] ґлес
376,go,ходити; їхати,[gəʊ] ґоу
377,went,пішов,[wɛnt] вент
378,gone,пройшло; втрачений,[ɡɒn] ґон
379,god,бог; хрещений,[gɒd] ґад
380,going,від'їжджати; збиратися; діючий; існуючий,[ˈgəʊɪŋ] ґоаінґ
381,gold,золото,[gəʊld] ґолд
382,good,добре,[gʊd] ґуд
383,good-bye,до побачення,[gʊdˈbʌɪ] ґуд-бай
384,government,уряд,[ˈgʌv(ə)nˌm(ə)nt] ґаа в(е)мент
385,grass,трава; пастися,[grɑːs] ґрас
386,great,великий,[greɪt] ґрейт
387,green,зелений,[griːn] ґрін
388,grey,сірий,[greɪ] ґрей
389,ground,земля; грунтувати,[graʊnd] ґреаунд
390,group,група,[gruːp] ґруп
391,grow,рости,[grəʊ] ґроу
392,grew,ріс; зростав,[ɡruː] ґруау
393,guide,гід; вести,[gʌɪd] ґааід
394,gun,гармата; рушниця; пістолет,[gʌn] ґан
395,hair,волосся,[hɛː] хеае
396,half,половина; пів,[hɑːf] хаааф
397,hall,хол; зала,[hɔːl] хол
398,hand,рука; ручний,[hand] хеанд
399,hang,вішати,[haŋ] хенґ
400,happen,трапитися; статися,[ˈhap(ə)n] хаапен
401,happy,щасливий,[ˈhapi] хеапі
402,hard,важкий; жорсткий,[hɑːd] ха(р)д
403,hat,капелюх,[hat] хет
404,have,мати; володіти,[hav] хев
405,he,він,[hiː] хі
406,head,голова; керівник,[hɛd] хед
407,health,здоров'я,[hɛlθ] хел(тс)
408,hear,чути,[hɪə] хіеа
409,heard,почутий,[hə:d] хеаед
410,heart,серце,[hɑːt] ха(р)т
411,heat,тепло,[hiːt] хіт
412,heavy,важкий,[ˈhɛvi] хеаві
413,hello,привіт,[həˈləʊ]
414,help,допомога,[hɛlp] хелп
415,her,її,[həː] хе
416,here,тут; сюди,[hɪə] хіеа
417,high,високий,[hʌɪ] хааі
418,him,його; йому; себе,[hɪm] хим
419,his,його; він,[hɪz] хиз
420,history,історія,[ˈhɪst(ə)ri] хіса торі
421,hit,удар; успіх,[hɪt] хит
422,hold,утримувати; тримати,[həʊld] холд
423,held,тримається,[hɛld] хелд
424,hole,отвір; довбати; продірявлювати,[həʊl] хоаул
425,holiday,канікули; свята; святкувати,[ˈhɒlɪdeɪ] хоалидей
426,home,дім,[həʊm] хоаум
427,hope,надія; сподіватися,[həʊp] хоауп
428,horse,кінь,[hɔːs] хоа(р)с
429,hospital,лікарня,[ˈhɒspɪt(ə)l] хааспітел
430,hot,гарячий,[hɒt] хат
431,hotel,готель,[həʊˈtɛl] хоутеал
432,hour,година; час; період,[ˈaʊə] аауе
433,house,дім,[haʊs] хааус
434,how,як; скільки; що,[haʊ] хаау
435,however,проте; однак,[haʊˈɛvə] хауеава
436,human,людина; людський,[ˈhjuːmən] хюа ман
437,hundred,сто,[ˈhʌndrəd] хаандред
438,hurry,поспішати; поспіх,[ˈhʌri] хаарі
439,husband,чоловік; муж,[ˈhʌzbənd] хаазбенд
440,I,я,[ʌɪ] ай
441,ice,лід; крига; морозиво,[ʌɪs] аайс
442,idea,ідея; поняття; уявлення,[ʌɪˈdɪə] айдіа
443,if,якщо,[ɪf] иф
444,ill,зло; лихо; поганий; хворий,[ɪl] іл
445,important,важливо,[ɪmˈpɔːt(ə)nt] імпоатент
446,in,в,[ɪn] ін
447,include,містить в собі; включає в себе,[ɪnˈkluːd] інклуад
448,increase,збільшення; підвищення; приріст,[ɪnˈkriːs] інкріса
449,industry,промисловість; індустрія,[ˈɪndəstri] іна дестрі
450,information,інформація,[ɪnfəˈmeɪʃ(ə)n] інфомеайшн
451,inside,всередині; нутро,[ɪnˈsʌɪd] інсаайд
452,instead,замість,[ɪnˈstɛd] інстеад
453,interest,інтерес; зацікавити,[ˈɪnt(ə)rɪst] іна трест
454,interesting,цікаво; цікавий,[ˈɪnt(ə)rɪstɪŋ] іна трестинґ
455,into,в,[ˈɪntʊ] іна тю
456,iron,залізо,[ˈʌɪən] ааіен
457,island,острів,[ˈiːsland] аайленд
458,issue,питання; випуск; видавати,[ˈɪʃuː] иашю
459,it,це,[ɪt] ит
460,its,його; її,[ɪts] итс
461,January,січень,[ˈdʒanjʊ(ə)ri] джеанюері
462,job,робота; наймати,[dʒəʊb] джаб
463,join,приєднатися; зв'язок,[dʒɔɪn] джоаін
464,July,липень,[dʒʊˈlʌɪ] джулаай
465,jump,стрибок; стрибати,[dʒʌmp] джамп
466,June,червень,[dʒuːn] джюн
467,just,просто; тільки; щойно,[dʒʌst] джаст
468,keep,тримати; зберігати,[kiːp] кіп
469,kept,утримуваний; тримав,[kɛpt] кепт
470,key,ключ; основний; ключовий,[kiː] кііа
471,kill,вбити,[kɪl] кіла
472,kind,вид; рід; різновид; добрий; люб'язний,[kʌɪnd] кааінд
473,king,король; правити,[kɪŋ] кінґ
474,kitchen,кухня,[ˈkɪtʃɪn] кіча ен
475,knife,ніж; скальпель; кинжал,[nʌɪf] найф
476,lady,леді,[ˈleɪdi] леайді
477,land,земля; край; приземлятися,[land] ленд
478,language,мова,[ˈlaŋgwɪdʒ] леанґуідж
479,lack,брак; відсутність; нестача,[lak] лак
480,large,великий; крупний; рясний,[lɑːdʒ] лааадж
481,last,останній; минулий,[lɑːst] лаааст
482,late,пізній; запізнілий,[leɪt] леайт
483,laugh,сміх; сміятися,[lɑːf] лаааф
484,law,закон,[lɔː] лоао
485,lay,класти; ложити; положення,[leɪ] лей
486,lead,вести; очолювати,[liːd] лід
487,leader,лідер,[ˈliːdə] ліда е
488,learn,дізнаватися;вчитися,[ləːn] льон
489,least,найменш; мінімум,[liːst] лііа ст
490,leave,залишати; покидати,[liːv] лііа в
491,left,зліва,[lɛft] лефт
492,leg,нога; гомілка; вдаряти ногою,[lɛg] леґ
493,less,менше; менший; другорядний,[lɛs] лес
494,lesson,урок,[ˈlɛs(ə)n] лесн
495,let,нехай; дозволяти; пускати,[lɛt] лет
496,let's,давайте,[lɛts] летс
497,letter,лист; літера; буква,[ˈlɛtə] леате
498,level,рівень,[ˈlɛv(ə)l] левл
499,library,бібліотека,[ˈlʌɪbrəri] лаайбрері
500,lie,брехати; лежати,[lʌɪ] лааі
501,life,життя,[lʌɪf] лайф
502,lift,піднімати,[lɪft] лифт
503,light,світло; легко,[lʌɪt] лайт
504,like,схожий; подібний; подобатися,[lʌɪk] лайк
505,limit,обмежувати; межа,[ˈlɪmɪt] ліма ит
506,line,лінія,[lʌɪn] лайн
507,lip,губа; край,[lɪp] лип
508,list,список,[lɪst] лист
509,listen,слухати,[ˈlɪs(ə)n] ліса н
510,little,маленький; мало,[ˈlɪt(ə)l] літа л
511,live,жити,[lɪv] лайв
512,local,місцевий,[ˈləʊk(ə)l] лоаукал
513,long,довго,[lɒŋ] лонґ
514,look,дивитися; погляд,[lʊk] лук
515,lose,втратити; програти,[luːz] луауз
516,lot,багато; ділянка; лот,[lɒt] л(оа)т
517,love,любов,[lʌv] лав
518,low,низький,[ləʊ] леау
519,lunch,обід,[lʌn(t)ʃ] ланч
520,machine,машина; механізм,[məˈʃiːn] мешіна
521,main,основний; головний,[mʌɪn] мейн
522,make,робити,[meɪk] мейк
523,made,зроблено,[meɪd] мейд
524,man,людина; чоловік,[man] мен
525,many,багато,[ˈmɛni] меані
526,map,карта,[map] м(еа)п
527,march,березень; марш,[mɑːtʃ] мааач
528,mark,знак; марка; маркувати,[mɑːk] мааак
529,market,ринок; продаж,[ˈmɑːkɪt] мааакіт
530,material,матеріал,[məˈtɪərɪəl] метіра іел
531,matter,матерія; питання; суть,[ˈmatə] маате
532,may,могти; травень,[meɪ] мей
533,maybe,можливо,[ˈmeɪbiː] меайбі
